DBA Name,Inspection Date,Results,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,Address,City,State,Zip,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,Community,shape_area_left,area_num_1_left,AreaNumber,shape_len_left,IS_REVIEWED_REAL,REVIEW_NOTES,index_right,Community.1,shape_area_right,area_num_1_right,AreaNumber.1,shape_len_right
Tony'S Italian Deli,2024-03-01,Pass,TRUE,FALSE,TRUE,6708 N Northwest Hwy,CHICAGO,IL,60631.0,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED SLOW DRAINING 3 COMPARTMENT SINK. INSTRUCTED TO REPAIL AND MAINTAIN AT ALL TIMES.,42.0028946925933,-87.8165642234573,TONYS ITALIAN DELI,6708 N NORTHWEST HWY,POINT (-87.8165642234573 42.0028946925933),EDISON PARK,31636313.7864,9.0,9.0,25937.226841,,,8.0,EDISON PARK,31636313.7864,9.0,9.0,25937.226841
