DBA Name,Address,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Blockbuster Video #17044,9110 S Stony Island Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60617.0,2020-04-09,Out Of Business,,41.7292392815158,-87.5856303742239,BLOCKBUSTER VIDEO 17044,9110 S STONY ISLAND AVE,POINT (-87.5856303742239 41.7292392815158),47.0,CALUMET HEIGHTS,48826241.5643,48.0,48.0,32925.3658706,,
Cozy Corner Mart,2024 E 93Rd St,TRUE,FALSE,FALSE,CHICAGO,IL,60617.0,2016-09-27,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: NOTED FAN COVERS INSIDE THE REACH COOLERS ARE DIRTY. MUST CLEAN AND MAINTAIN.",41.7262403487281,-87.574292261095,COZY CORNER MART,2024 E 93RD ST,POINT (-87.574292261095 41.7262403487281),47.0,CALUMET HEIGHTS,48826241.5643,48.0,48.0,32925.3658706,,
