DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Km Mart,1149 E 95Th St,CHICAGO,IL,60619.0,2016-05-18,Pass,,41.7220848044713,-87.5952703920388,KM MART,1149 E 95TH ST,TRUE,FALSE,FALSE,POINT (-87.5952703920388 41.7220848044713),49.0,PULLMAN,59001555.602,50.0,50.0,35572.0695077,,
Cardenas Produce,11260 S St Lawrence Ave,CHICAGO,IL,60628.0,2015-11-24,Out Of Business,,41.6892575574931,-87.6084884276804,CARDENAS PRODUCE,11260 S ST LAWRENCE AVE,TRUE,FALSE,FALSE,POINT (-87.6084884276804 41.6892575574931),49.0,PULLMAN,59001555.602,50.0,50.0,35572.0695077,,
