DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
"Kazik Bakery, Inc.",5806-5808 N Milwaukee Ave,CHICAGO,IL,60646.0,2013-01-31,Out Of Business,,41.9869717467073,-87.7782404205785,KAZIK BAKERY INC,58065808 N MILWAUKEE AVE,TRUE,FALSE,FALSE,POINT (-87.7782404205785 41.9869717467073),9.0,NORWOOD PARK,121959105.47,10.0,10.0,80368.3743778,,
Renee Gourmet,6247 N Milwaukee Ave,CHICAGO,IL,60646.0,2012-03-12,Out Of Business,,41.9949214029732,-87.7853917315025,RENEE GOURMET,6247 N MILWAUKEE AVE,TRUE,FALSE,FALSE,POINT (-87.7853917315025 41.9949214029732),9.0,NORWOOD PARK,121959105.47,10.0,10.0,80368.3743778,,
