DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Maximum Yoga & Dance,10305 S Hale Ave,CHICAGO,IL,60643.0,2018-06-22,Out Of Business,,41.7063802782196,-87.6684808554205,MAXIMUM YOGA DANCE,10305 S HALE AVE,TRUE,FALSE,FALSE,POINT (-87.6684808554205 41.7063802782196),71.0,BEVERLY,88779363.9384,72.0,72.0,44591.4851009,,
Bev Art,10033 S Western Ave,CHICAGO,IL,60643.0,2011-12-14,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. CEILING NEED REPAIR IN REAR STORAGE AREAS.   | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. INSTRUCTED MANAGER TO REMOVE ALL CLUTTER, UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN STORAGE AREAS TO PREVENT PEST HARBORAGE. ORGANIZE ALL STORAGE AREAS, CABINETS, ETC.",41.7108618277588,-87.6816088892621,BEV ART,10033 S WESTERN AVE,TRUE,FALSE,FALSE,POINT (-87.6816088892621 41.7108618277588),71.0,BEVERLY,88779363.9384,72.0,72.0,44591.4851009,,
