DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
Regents Market,1644 E Hyde Park Blvd,CHICAGO,IL,60615.0,2020-06-30,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST PROPERLY ELEVATE STORED WATER AND OTHER ITEMS 6"" OFF FLOOR AT FRONT BY STAIR CASE ON DISPLAY FLOOR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN FLOORS AT REAR STORAGE AREA AND IN WALK-IN COOLER OF LITTER AND DEBRIS. CLEAN STAIRS LEADING DOWN TO CUSTOMER DISPLAY FLOOR OF LEAVES AND DEBRIS | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REMOVE UNNECESSARY ARTICLES AND CLUTTER IN THE FORM OF CARDBOARD BOXES AND LITTER AT REAR STORAGE AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST PROPERLY STORE MOP UPRIGHT TO PREVENT PEST BREEDING.",41.802630048269900,-87.5844717133837,REGENTS MARKET,1644 E HYDE PARK BLVD,FALSE,TRUE,TRUE,POINT (-87.5844717133837 41.802630048269904),38.0,KENWOOD,29071741.9283,39.0,39.0,23325.1679062,,,,
