DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
Deluxe Global Market Inc.,6332 W Higgins Ave,CHICAGO,IL,60630.0,2025-04-17,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RAW WOOD DOOR WITHIN WALK-IN COOLER. RAW WOOD IS PROHIBITED. PAINT OR SEAL RAW WOOD FOR IT TO BE NON-POUROUS, CLEANED, AND EASILY SANITIZED.",41.9759840466564,-87.7865613104273,DELUXE GLOBAL MARKET INC,6332 W HIGGINS AVE,FALSE,TRUE,TRUE,POINT (-87.7865613104273 41.9759840466564),10.0,JEFFERSON PARK,64868161.6818,11.0,11.0,44011.9571704,,,,
