DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
King Supermarket,400 E 41St St,CHICAGO,IL,60653.0,2024-10-16,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE FOLLOWING: INTERIORS OF REFRIGERATION UNITS WHERE NEEDED, PACKAGED FOOD STORAGE SHELVES, UNUSED EQUIPMENT IN FOOD PREP AREA THAT IS NOT BEING USED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: INSTRUCTED TO CLEAN THE TOILET AND SINK IN THE EMPLOYEE WASHROOM AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND SOME UNNECESSARY ITEMS STORED BEHIND THE REFRIGERATION UNITS; INSTRUCTED TO ORGANIZE AND MAINTAIN AND/OR REMOVE ITEMS NOT BEING USED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN FLOORS UNDER AROUND AND BEHIND EQUIPMENT ON THE SELLING FLOOR AND UNUSED KITCHEN AREA.  INSTRUCTED TO CLEAN THE FLOORS AND WALLS IN THE EMPLOYEE WASHROOM.  INSTRUCTED TO CLEAN THE VENTILATION FAN ON THE CEILING OF THE WASHROOM TO REMOVE DUST OBSERVED ON THE FAN.",41.820349500309,-87.6165141094718,KING SUPERMARKET,400 E 41ST ST,TRUE,FALSE,FALSE,POINT (-87.6165141094718 41.820349500309),37.0,GRAND BOULEVARD,48492503.1554,38.0,38.0,28196.8371573,,,,
