DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
Whole Foods,6020 N Cicero Ave,CHICAGO,IL,60646.0,2025-02-18,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ICE CUBES IN BASIN OF HANDWASHING SINK IN MEAT DEPARTMENT. ISNTRUCTED TO CLEAN AND USE HANDWASHING SINKS ONLY FOR HANDWASHING.",41.990494771830300,-87.7484774142293,WHOLE FOODS,6020 N CICERO AVE,FALSE,TRUE,TRUE,POINT (-87.7484774142293 41.990494771830306),11.0,FOREST GLEN,89130893.6364,12.0,12.0,74493.821604,,,,
