DBA Name,Address,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
Aldi #79,7800 S South Chicago Ave,FALSE,TRUE,TRUE,CHICAGO,IL,60619.0,2022-12-23,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED CLEANING THROUGH THE REAR STORAGE AREA TO REMOVE SPILLS,AND DEBRIS.",41.7527456404882,-87.5875234852622,ALDI 79,7800 S SOUTH CHICAGO AVE,POINT (-87.5875234852622 41.7527456404882),44.0,AVALON PARK,34852737.7366,45.0,45.0,27630.822534,,,,
Stony Island Grocery,8301 S Stony Island Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60617.0,2018-01-26,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED A RAW WOOD FLOOR BEHIND THE FRONT COUNTER; INSTRUCTED THAT THE FLOOR MUST BE SMOOTH AND EASILY CLEANABLE. OBSERVED CARPET ON THE FLOOR OF THE REAR STORAGE AREA; INSTRUCTED TO REMOVE AS FLOOR MUST BE SMOOTH AND EASILY CLEANABLE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED MISSING WALL COVING AT THE BASE OF THE WALL AROUND THE PERIMETER OF THE STORE; INSTRUCTED TO PROVIDE COVING AT THE WALL BASE WHERE NEEDED INCLUDING BEHIND ALL REFRIGERATION UNITS TO SEAL WHERE THE WALL MEETS THE FLOOR. OBSERVED A HEAVY AMOUNT OF DUST ON THE CEILING VENT IN THE WASHROOM; CLEAN VENT TO REMOVE DUST OBSERVED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: FOUND NO SELF CLOSING DEVICE AT THE WASHROOM DOOR; MUST INSTALL A SELF CLOSING DEVICE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND THE KNOB AT THE HAND SINK IN THE WASHROOM IN POOR REPAIR; MUST REPAIR FAUCET KNOB AT HAND SINK.",41.744160230994,-87.5852284872351,STONY ISLAND GROCERY,8301 S STONY ISLAND AVE,POINT (-87.5852284872351 41.744160230994),44.0,AVALON PARK,34852737.7366,45.0,45.0,27630.822534,,,,
