DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
Jewel Food Store #3176,9400 S Ashland Ave,CHICAGO,IL,60620.0,2024-12-05,Pass W/ Conditions,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PIC DOESN'T HAVE A CERTIFIED FOOD MANAGERS CERTIFICATE.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-012) | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON DUTY WHILE TCS FOODS ARE BEING PREPARED,HANDLED AND SERVED SUCH AS (FISH,SLICING OF DELI MEATS,COOKING OF CHICKEN,ETC)MUST BE ON SITE AT ALL TIMES.(PRIORITY FOUNDATION 7-38-012)",41.7229412182097,-87.6628628712731,JEWEL FOOD STORE 3176,9400 S ASHLAND AVE,FALSE,TRUE,TRUE,POINT (-87.6628628712731 41.7229412182097),72.0,WASHINGTON HEIGHTS,79635752.8769,73.0,73.0,42222.598163,,,,
